anio,carrera,sexo,via_ingreso,matriculas
2022,INGEST,F,CUPO PACE,1
2022,INGEST,F,CUPO PARA MUJERES EN CIENCIA Y TECNOLOGÍA,1
2022,INGEST,F,CUPO P.D.T.,24
2022,INGEST,F,CUPO P.S.U.,53
2022,INGEST,F,OTROS,3
2022,INGEST,M,CAMBIO DE CARRERA,5
2022,INGEST,M,CUPO BEA,1
2022,INGEST,M,CUPO DEPORTISTA DESTACADO,1
2022,INGEST,M,CUPO PACE,1
2022,INGEST,M,CUPO P.D.T.,45
2022,INGEST,M,CUPO P.D.T. - REPOSTULACIÓN,1
2022,INGEST,M,CUPO P.S.U.,65
2022,INGEST,M,OTROS,6
2022,INGEST,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,INGFI,F,CUPO P.D.T.,20
2022,INGFI,F,CUPO P.S.U.,52
2022,INGFI,M,CAMBIO DE CARRERA,4
2022,INGFI,M,CONTINUIDAD BACHILLER,1
2022,INGFI,M,CUPO BEA,3
2022,INGFI,M,CUPO DEPORTISTA DESTACADO,1
2022,INGFI,M,CUPO OFICIO DEMRE,1
2022,INGFI,M,CUPO PACE,1
2022,INGFI,M,CUPO P.D.T.,86
2022,INGFI,M,CUPO P.S.U.,123
2022,INGFI,M,TRASLADO DESDE OTRA INSTITUCIÓN,3
2022,INGMA,F,CONTINUIDAD BACHILLER,1
2022,INGMA,F,CUPO PACE,1
2022,INGMA,F,CUPO P.D.T.,17
2022,INGMA,F,CUPO P.D.T. - REPOSTULACIÓN,1
2022,INGMA,F,CUPO P.S.U.,29
2022,INGMA,M,CAMBIO DE CARRERA,3
2022,INGMA,M,CUPO DEPORTISTA DESTACADO,2
2022,INGMA,M,CUPO P.D.T.,34
2022,INGMA,M,CUPO P.D.T. - REPOSTULACIÓN,2
2022,INGMA,M,CUPO P.S.U.,80
2022,INGMA,M,OTROS,3
2022,INGMA,M,PROSECUCION ESTUDIOS,1
2022,KINE,F,CAMBIO DE CARRERA,2
2022,KINE,F,CONTINUIDAD BACHILLER,19
2022,KINE,F,CUPO BEA,8
2022,KINE,F,CUPO DEPORTISTA DESTACADO,4
2022,KINE,F,CUPO PACE,10
2022,KINE,F,CUPO P.D.T.,52
2022,KINE,F,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,3
2022,KINE,F,CUPO P.S.U.,66
2022,KINE,F,CUPO PUEBLOS INDIGENAS,1
2022,KINE,M,CAMBIO DE CARRERA,6
2022,KINE,M,CONTINUIDAD BACHILLER,7
2022,KINE,M,CUPO BEA,5
2022,KINE,M,CUPO DEPORTISTA DESTACADO,2
2022,KINE,M,CUPO PACE,3
2022,KINE,M,CUPO P.D.T.,37
2022,KINE,M,CUPO P.S.U.,37
2022,KINE,M,OTROS,2
2022,KINE,M,TRASLADO DESDE OTRA INSTITUCIÓN,2
2022,LAT,F,CAMBIO DE CARRERA,7
2022,LAT,F,CONTINUIDAD BACHILLER,15
2022,LAT,F,CUPO BEA,15
2022,LAT,F,CUPO DEPORTISTA DESTACADO,4
2022,LAT,F,CUPO ESPECIAL PARA CARRERAS QUE PONDERAN HISTORIA,1
2022,LAT,F,CUPO HIJO DE FUNCIONARIO,1
2022,LAT,F,CUPO PACE,6
2022,LAT,F,CUPO P.D.T.,59
2022,LAT,F,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,2
2022,LAT,F,CUPO P.S.U.,77
2022,LAT,F,CUPO PUEBLOS INDIGENAS,3
2022,LAT,F,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2022,LAT,F,TRASLADO DESDE OTRA INSTITUCIÓN,2
2022,LAT,M,CAMBIO DE CARRERA,3
2022,LAT,M,CONTINUIDAD BACHILLER,4
2022,LAT,M,CUPO ARTÍSTICO CULTURAL DESTACADO,1
2022,LAT,M,CUPO BEA,3
2022,LAT,M,CUPO DEPORTISTA DESTACADO,1
2022,LAT,M,CUPO ESPECIAL PARA CARRERAS QUE PONDERAN HISTORIA,1
2022,LAT,M,CUPO HIJO DE FUNCIONARIO,1
2022,LAT,M,CUPO PACE,2
2022,LAT,M,CUPO P.D.T.,26
2022,LAT,M,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,3
2022,LAT,M,CUPO P.S.U.,25
2022,LAT,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,LCC,F,CUPO P.D.T.,10
2022,LCC,F,CUPO P.S.U.,12
2022,LCC,F,PROGRAMA ESPECIAL DE REGULARIZACION,4
2022,LCC,M,CAMBIO DE CARRERA,2
2022,LCC,M,CUPO ARTÍSTICO CULTURAL DESTACADO,1
2022,LCC,M,CUPO OFICIO DEMRE,1
2022,LCC,M,CUPO PACE,1
2022,LCC,M,CUPO P.D.T.,62
2022,LCC,M,CUPO P.D.T. - REPOSTULACIÓN,1
2022,LCC,M,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,1
2022,LCC,M,CUPO P.S.U.,81
2022,LCC,M,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2022,LCC,M,INGRESO ESPECIAL PROMEDIO PSU,1
2022,LCC,M,OTROS,1
2022,LCC,M,PROGRAMA ESPECIAL DE REGULARIZACION,3
2022,LEB,F,CAMBIO DE CARRERA,11
2022,LEB,F,CAMBIO DE CARRERA POR VOCACIÓN,1
2022,LEB,F,CONTINUIDAD BACHILLER,10
2022,LEB,F,CUPO BEA,13
2022,LEB,F,CUPO DEPORTISTA DESTACADO,2
2022,LEB,F,CUPO PACE,11
2022,LEB,F,CUPO P.D.T.,51
2022,LEB,F,CUPO P.S.U.,74
2022,LEB,F,OTROS,2
2022,LEB,F,PROSECUCION ESTUDIOS,1
2022,LEB,F,TRASLADO DESDE OTRA INSTITUCIÓN,2
2022,LEB,M,CAMBIO DE CARRERA,5
2022,LEB,M,CONTINUIDAD BACHILLER,4
2022,LEB,M,CUPO BEA,5
2022,LEB,M,CUPO PACE,1
2022,LEB,M,CUPO P.D.T.,31
2022,LEB,M,CUPO P.S.U.,36
2022,LEB,M,OTROS,4
2022,LEB,M,PROSECUCION ESTUDIOS,1
2022,LEB,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,LEE,F,CAMBIO DE PLAN DE ESTUDIOS,2
2022,LEE,F,CONTINUIDAD BACHILLER,6
2022,LEE,F,CUPO BEA,3
2022,LEE,F,CUPO DEPORTISTA DESTACADO,1
2022,LEE,F,CUPO ESPECIAL PARA CARRERAS QUE PONDERAN HISTORIA,1
2022,LEE,F,CUPO PACE,7
2022,LEE,F,CUPO P.D.T.,75
2022,LEE,F,CUPO P.S.U.,94
2022,LEE,F,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2022,LEE,M,ALUMNO VISITANTE POR RESOLUCIÓN,1
2022,LEE,M,CUPO 30% SUPERIOR DE SU ESTABLECIMIENTO,1
2022,LEE,M,CUPO BEA,1
2022,LEE,M,CUPO DEPORTISTA DESTACADO,1
2022,LEE,M,CUPO P.D.T.,26
2022,LEE,M,CUPO P.S.U.,29
2022,LEE,M,CUPO PUEBLOS INDIGENAS,1
2022,LEE,M,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,2
2022,LICAFENDEP,F,CAMBIO DE CARRERA,2
2022,LICAFENDEP,F,CAMBIO DE PLAN DE ESTUDIOS,4
2022,LICAFENDEP,F,CUPO DEPORTISTA DESTACADO,7
2022,LICAFENDEP,F,CUPO PACE,1
2022,LICAFENDEP,F,CUPO P.D.T.,11
2022,LICAFENDEP,F,CUPO P.D.T. - REPOSTULACIÓN,1
2022,LICAFENDEP,F,CUPO P.S.U.,5
2022,LICAFENDEP,F,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2022,LICAFENDEP,F,OTROS,1
2022,LICAFENDEP,F,PROSECUCION ESTUDIOS,3
2022,LICAFENDEP,M,CAMBIO DE CARRERA,7
2022,LICAFENDEP,M,CAMBIO DE PLAN DE ESTUDIOS,11
2022,LICAFENDEP,M,CONTINUIDAD BACHILLER,3
2022,LICAFENDEP,M,CUPO DEPORTISTA DESTACADO,5
2022,LICAFENDEP,M,CUPO PACE,2
2022,LICAFENDEP,M,CUPO P.D.T.,39
2022,LICAFENDEP,M,CUPO P.S.U.,46
2022,LICAFENDEP,M,OTROS,4
2022,LICAFENDEP,M,PROSECUCION ESTUDIOS,15
2022,LICAFENDEP,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,LICAFTERAP,F,CAMBIO DE CARRERA,1
2022,LICAFTERAP,F,CONTINUIDAD BACHILLER,3
2022,LICAFTERAP,F,CUPO DEPORTISTA DESTACADO,1
2022,LICAFTERAP,F,CUPO PACE,3
2022,LICAFTERAP,F,CUPO P.D.T.,6
2022,LICAFTERAP,F,CUPO P.D.T. - REPOSTULACIÓN,1
2022,LICAFTERAP,F,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,1
2022,LICAFTERAP,F,CUPO P.S.U.,22
2022,LICAFTERAP,F,INGRESO ESPECIAL PAA / PSU / PDT / PAES,1
2022,LICAFTERAP,F,PROSECUCION ESTUDIOS,7
2022,LICAFTERAP,M,CAMBIO DE CARRERA,1
2022,LICAFTERAP,M,CONTINUIDAD BACHILLER,2
2022,LICAFTERAP,M,CUPO DEPORTISTA DESTACADO,1
2022,LICAFTERAP,M,CUPO PACE,2
2022,LICAFTERAP,M,CUPO P.D.T.,23
2022,LICAFTERAP,M,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,2
2022,LICAFTERAP,M,CUPO P.S.U.,13
2022,LICAFTERAP,M,OTROS,1
2022,LICAFTERAP,M,PROSECUCION ESTUDIOS,9
2022,LICAFTERAP,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,LQC,F,CAMBIO DE CARRERA,3
2022,LQC,F,CUPO 30% SUPERIOR DE SU ESTABLECIMIENTO,1
2022,LQC,F,CUPO BEA,1
2022,LQC,F,CUPO P.D.T.,24
2022,LQC,F,CUPO P.S.U.,45
2022,LQC,F,INGRESO ESPECIAL PROMEDIO PSU,1
2022,LQC,F,OTROS,1
2022,LQC,M,CONTINUIDAD BACHILLER,1
2022,LQC,M,CUPO PACE,2
2022,LQC,M,CUPO P.D.T.,14
2022,LQC,M,CUPO P.S.U.,39
2022,LQC,M,CUPO PUEBLOS INDIGENAS,1
2022,LQC,M,OTROS,1
2022,LQC,M,PROSECUCION ESTUDIOS,1
2022,MED,F,CAMBIO DE CARRERA,6
2022,MED,F,CAMBIO DE CARRERA POR VOCACIÓN,2
2022,MED,F,CONTINUIDAD BACHILLER,43
2022,MED,F,CUPO BEA,10
2022,MED,F,CUPO COLEGIOS DE EXCELENCIA ACADÉMICA (BICENTENARIOS),1
2022,MED,F,CUPO DEPORTISTA DESTACADO,3
2022,MED,F,CUPO HIJO DE FUNCIONARIO,6
2022,MED,F,CUPO OFICIO DEMRE,1
2022,MED,F,CUPO PACE,12
2022,MED,F,CUPO P.D.T.,73
2022,MED,F,CUPO P.S.U.,188
2022,MED,F,CUPO PUEBLOS INDIGENAS,7
2022,MED,F,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,9
2022,MED,F,OTROS,2
2022,MED,F,P.A.A. (REINSC/REPOST),1
2022,MED,F,PROSECUCION ESTUDIOS,5
2022,MED,F,TRASLADO DESDE OTRA INSTITUCIÓN,4
2022,MED,M,CAMBIO DE PLAN DE ESTUDIOS,2
2022,MED,M,CONTINUIDAD BACHILLER,32
2022,MED,M,CUPO BEA,14
2022,MED,M,CUPO CONVENIO COLEGIOS,1
2022,MED,M,CUPO DEPORTISTA DESTACADO,3
2022,MED,M,CUPO HIJO DE FUNCIONARIO,6
2022,MED,M,CUPO P.D.T.,36
2022,MED,M,CUPO P.S.U.,101
2022,MED,M,CUPO PUEBLOS INDIGENAS,2
2022,MED,M,OTROS,2
2022,MED,M,P.A.A. (REINSC/REPOST),1
2022,MED,M,PROSECUCION ESTUDIOS,4
2022,MED,M,TRASLADO DESDE OTRA INSTITUCIÓN,2
2022,OBP,F,CAMBIO DE CARRERA,7
2022,OBP,F,CAMBIO DE CARRERA POR VOCACIÓN,3
2022,OBP,F,CAMBIO DE PLAN DE ESTUDIOS,1
2022,OBP,F,CONTINUIDAD BACHILLER,56
2022,OBP,F,CUPO BEA,28
2022,OBP,F,CUPO CONVENIO COLEGIOS,1
2022,OBP,F,CUPO DEPORTISTA DESTACADO,5
2022,OBP,F,CUPO HIJO DE FUNCIONARIO,1
2022,OBP,F,CUPO PACE,10
2022,OBP,F,CUPO P.D.T.,79
2022,OBP,F,CUPO P.S.U.,183
2022,OBP,F,CUPO PUEBLOS INDIGENAS,2
2022,OBP,F,OTROS,2
2022,OBP,F,P.A.A. (REINSC/REPOST),1
2022,OBP,F,TRASLADO DESDE OTRA INSTITUCIÓN,3
2022,OBP,M,CAMBIO DE CARRERA,1
2022,OBP,M,CONTINUIDAD BACHILLER,1
2022,OBP,M,CUPO BEA,1
2022,OBP,M,CUPO P.D.T.,6
2022,OBP,M,CUPO P.S.U.,17
2022,OBP,M,OTROS,1
2022,PEDCAST,F,CAMBIO DE CARRERA,1
2022,PEDCAST,F,CAMBIO DE PLAN DE ESTUDIOS,1
2022,PEDCAST,F,CONTINUIDAD BACHILLER,4
2022,PEDCAST,F,CUPO BEA,2
2022,PEDCAST,F,CUPO EDUCADORES LIDERES - PROGRAMA GABRIELA MISTRAL,4
2022,PEDCAST,F,CUPO MATRICULA POR EXCEPCIÓN DEMRE,1
2022,PEDCAST,F,CUPO PACE,7
2022,PEDCAST,F,CUPO P.D.T.,66
2022,PEDCAST,F,CUPO P.S.U.,93
2022,PEDCAST,F,OTROS,2
2022,PEDCAST,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PEDCAST,M,CAMBIO DE CARRERA,1
2022,PEDCAST,M,CAMBIO DE CARRERA POR VOCACIÓN,1
2022,PEDCAST,M,CONTINUIDAD BACHILLER,1
2022,PEDCAST,M,CUPO BEA,1
2022,PEDCAST,M,CUPO PACE,2
2022,PEDCAST,M,CUPO P.D.T.,24
2022,PEDCAST,M,CUPO P.D.T. - REPOSTULACIÓN,1
2022,PEDCAST,M,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,1
2022,PEDCAST,M,CUPO P.S.U.,34
2022,PEDCAST,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PEDEDFIS,F,ALUMNO VISITANTE POR RESOLUCIÓN,1
2022,PEDEDFIS,F,CAMBIO DE CARRERA,3
2022,PEDEDFIS,F,CUPO DEPORTISTA DESTACADO,3
2022,PEDEDFIS,F,CUPO PACE,1
2022,PEDEDFIS,F,CUPO P.D.T.,14
2022,PEDEDFIS,F,CUPO P.S.U.,22
2022,PEDEDFIS,F,OTROS,1
2022,PEDEDFIS,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PEDEDFIS,M,CAMBIO DE CARRERA,5
2022,PEDEDFIS,M,CAMBIO DE PLAN DE ESTUDIOS,1
2022,PEDEDFIS,M,CONTINUIDAD BACHILLER,3
2022,PEDEDFIS,M,CUPO DEPORTISTA DESTACADO,1
2022,PEDEDFIS,M,CUPO PACE,5
2022,PEDEDFIS,M,CUPO P.D.T.,27
2022,PEDEDFIS,M,CUPO P.S.U.,41
2022,PEDEDFIS,M,CUPO PUEBLOS INDIGENAS,1
2022,PEDEDFIS,M,OTROS,1
2022,PEDEGB,F,ALUMNO VISITANTE POR RESOLUCIÓN,1
2022,PEDEGB,F,CAMBIO DE CARRERA,3
2022,PEDEGB,F,CONTINUIDAD BACHILLER,9
2022,PEDEGB,F,CUPO EDUCADORES LIDERES - PROGRAMA GABRIELA MISTRAL,2
2022,PEDEGB,F,CUPO PACE,6
2022,PEDEGB,F,CUPO P.D.T.,51
2022,PEDEGB,F,CUPO P.D.T. - REPOSTULACIÓN,1
2022,PEDEGB,F,CUPO P.S.U.,91
2022,PEDEGB,F,TRASLADO DESDE OTRA INSTITUCIÓN,2
2022,PEDEGB,M,ALUMNO VISITANTE,1
2022,PEDEGB,M,CONTINUIDAD BACHILLER,1
2022,PEDEGB,M,CUPO P.D.T.,6
2022,PEDEGB,M,CUPO P.S.U.,9
2022,PEDEGB,M,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2022,PEDFILOS,F,ALUMNO VISITANTE POR RESOLUCIÓN,1
2022,PEDFILOS,F,CUPO 30% SUPERIOR DE SU ESTABLECIMIENTO,1
2022,PEDFILOS,F,CUPO P.D.T.,10
2022,PEDFILOS,F,CUPO P.D.T. - REPOSTULACIÓN,1
2022,PEDFILOS,F,CUPO P.S.U.,19
2022,PEDFILOS,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PEDFILOS,M,CONTINUIDAD BACHILLER,1
2022,PEDFILOS,M,CUPO P.D.T.,11
2022,PEDFILOS,M,CUPO P.D.T. - REPOSTULACIÓN,1
2022,PEDFILOS,M,CUPO P.S.U.,21
2022,PEDFILOS,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PEDFISMAT,F,CAMBIO DE CARRERA,2
2022,PEDFISMAT,F,CUPO BEA,1
2022,PEDFISMAT,F,CUPO DEPORTISTA DESTACADO,1
2022,PEDFISMAT,F,CUPO PACE,1
2022,PEDFISMAT,F,CUPO P.D.T.,25
2022,PEDFISMAT,F,CUPO P.S.U.,64
2022,PEDFISMAT,F,OTROS,1
2022,PEDFISMAT,M,CAMBIO DE CARRERA,1
2022,PEDFISMAT,M,CONTINUIDAD BACHILLER,1
2022,PEDFISMAT,M,CUPO BEA,1
2022,PEDFISMAT,M,CUPO PACE,4
2022,PEDFISMAT,M,CUPO P.D.T.,35
2022,PEDFISMAT,M,CUPO P.S.U.,51
2022,PEDHS,F,CAMBIO DE CARRERA,1
2022,PEDHS,F,CAMBIO DE PLAN DE ESTUDIOS,2
2022,PEDHS,F,CUPO BEA,1
2022,PEDHS,F,CUPO PACE,2
2022,PEDHS,F,CUPO P.D.T.,53
2022,PEDHS,F,CUPO P.S.U.,46
2022,PEDHS,F,OTROS,14
2022,PEDHS,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PEDHS,M,CAMBIO DE CARRERA,3
2022,PEDHS,M,CAMBIO DE PLAN DE ESTUDIOS,12
2022,PEDHS,M,CUPO EDUCADORES LIDERES - PROGRAMA GABRIELA MISTRAL,2
2022,PEDHS,M,CUPO HIJO DE FUNCIONARIO,1
2022,PEDHS,M,CUPO OFICIO DEMRE,1
2022,PEDHS,M,CUPO PACE,3
2022,PEDHS,M,CUPO P.D.T.,56
2022,PEDHS,M,CUPO P.S.U.,34
2022,PEDHS,M,OTROS,10
2022,PEDHS,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PEDINGLES,F,CAMBIO DE CARRERA,1
2022,PEDINGLES,F,CONTINUIDAD BACHILLER,2
2022,PEDINGLES,F,CUPO 30% SUPERIOR DE SU ESTABLECIMIENTO,1
2022,PEDINGLES,F,CUPO BEA,9
2022,PEDINGLES,F,CUPO EDUCADORES LIDERES - PROGRAMA GABRIELA MISTRAL,2
2022,PEDINGLES,F,CUPO HIJO DE FUNCIONARIO,1
2022,PEDINGLES,F,CUPO PACE,3
2022,PEDINGLES,F,CUPO P.D.T.,78
2022,PEDINGLES,F,CUPO P.S.U.,105
2022,PEDINGLES,F,OTROS,1
2022,PEDINGLES,M,CAMBIO DE PLAN DE ESTUDIOS,1
2022,PEDINGLES,M,CUPO BEA,1
2022,PEDINGLES,M,CUPO DEPORTISTA DESTACADO,1
2022,PEDINGLES,M,CUPO PACE,2
2022,PEDINGLES,M,CUPO P.D.T.,27
2022,PEDINGLES,M,CUPO P.S.U.,35
2022,PEDINGLES,M,OTROS,1
2022,PEDINGLES,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PEDMATCOMP,F,CAMBIO DE CARRERA,1
2022,PEDMATCOMP,F,CONTINUIDAD BACHILLER,2
2022,PEDMATCOMP,F,CUPO BEA,2
2022,PEDMATCOMP,F,CUPO EDUCADORES LIDERES - PROGRAMA GABRIELA MISTRAL,2
2022,PEDMATCOMP,F,CUPO PACE,1
2022,PEDMATCOMP,F,CUPO P.D.T.,34
2022,PEDMATCOMP,F,CUPO P.D.T. - REPOSTULACIÓN,2
2022,PEDMATCOMP,F,CUPO P.S.U.,89
2022,PEDMATCOMP,M,CAMBIO DE CARRERA,6
2022,PEDMATCOMP,M,CONTINUIDAD BACHILLER,1
2022,PEDMATCOMP,M,CUPO 30% SUPERIOR DE SU ESTABLECIMIENTO,1
2022,PEDMATCOMP,M,CUPO PACE,2
2022,PEDMATCOMP,M,CUPO P.D.T.,47
2022,PEDMATCOMP,M,CUPO P.S.U.,75
2022,PEDMATCOMP,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PEDQUIMBIO,F,CAMBIO DE CARRERA,1
2022,PEDQUIMBIO,F,CONTINUIDAD BACHILLER,3
2022,PEDQUIMBIO,F,CUPO 30% SUPERIOR DE SU ESTABLECIMIENTO,1
2022,PEDQUIMBIO,F,CUPO EDUCADORES LIDERES - PROGRAMA GABRIELA MISTRAL,2
2022,PEDQUIMBIO,F,CUPO OFICIO DEMRE,1
2022,PEDQUIMBIO,F,CUPO PACE,3
2022,PEDQUIMBIO,F,CUPO P.D.T.,17
2022,PEDQUIMBIO,F,CUPO P.S.U.,62
2022,PEDQUIMBIO,F,OTROS,3
2022,PEDQUIMBIO,F,PROSECUCION ESTUDIOS,1
2022,PEDQUIMBIO,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PEDQUIMBIO,M,CAMBIO DE CARRERA,1
2022,PEDQUIMBIO,M,CUPO PACE,1
2022,PEDQUIMBIO,M,CUPO P.D.T.,10
2022,PEDQUIMBIO,M,CUPO P.S.U.,31
2022,PEDQUIMBIO,M,OTROS,2
2022,PEP,F,PROGRAMA ESPECIAL DE REGULARIZACION,2
2022,PEP,F,PROSECUCION ESTUDIOS,11
2022,PEP,M,PROGRAMA ESPECIAL DE REGULARIZACION,3
2022,PEP,M,PROSECUCION ESTUDIOS,8
2022,PER,F,ALUMNO VISITANTE POR RESOLUCIÓN,2
2022,PER,F,CAMBIO DE CARRERA,2
2022,PER,F,CONTINUIDAD BACHILLER,1
2022,PER,F,CUPO BEA,1
2022,PER,F,CUPO OFICIO DEMRE,1
2022,PER,F,CUPO PACE,4
2022,PER,F,CUPO P.D.T.,63
2022,PER,F,CUPO P.D.T. - REPOSTULACIÓN,2
2022,PER,F,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,2
2022,PER,F,CUPO P.S.U.,95
2022,PER,F,INGRESO ESPECIAL VESPERTINO,22
2022,PER,F,PROSECUCION ESTUDIOS,1
2022,PER,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PER,M,CAMBIO DE CARRERA,1
2022,PER,M,CONTINUIDAD BACHILLER,1
2022,PER,M,CUPO BEA,2
2022,PER,M,CUPO DEPORTISTA DESTACADO,1
2022,PER,M,CUPO PACE,3
2022,PER,M,CUPO P.D.T.,69
2022,PER,M,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,1
2022,PER,M,CUPO P.S.U.,49
2022,PER,M,INGRESO ESPECIAL PROMEDIO PSU,2
2022,PER,M,INGRESO ESPECIAL VESPERTINO,22
2022,PER,M,PROSECUCION ESTUDIOS,3
2022,PRE,F,INGRESO ESPECIAL VESPERTINO,3
2022,PRE,F,PROGRAMA ESPECIAL DE REGULARIZACION,44
2022,PRE,M,INGRESO ESPECIAL VESPERTINO,3
2022,PRE,M,PROGRAMA ESPECIAL DE REGULARIZACION,56
2022,PSI,F,ALUMNO VISITANTE POR RESOLUCIÓN,1
2022,PSI,F,CAMBIO DE CARRERA,5
2022,PSI,F,CAMBIO DE CARRERA POR VOCACIÓN,1
2022,PSI,F,CAMBIO DE PLAN DE ESTUDIOS,4
2022,PSI,F,CONTINUIDAD BACHILLER,31
2022,PSI,F,CUPO BEA,16
2022,PSI,F,CUPO CONVENIO COLEGIOS,2
2022,PSI,F,CUPO DEPORTISTA DESTACADO,2
2022,PSI,F,CUPO PACE,15
2022,PSI,F,CUPO P.D.T.,146
2022,PSI,F,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,9
2022,PSI,F,CUPO P.S.U.,165
2022,PSI,F,CUPO PUEBLOS INDIGENAS,3
2022,PSI,F,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,2
2022,PSI,F,OTROS,1
2022,PSI,F,TRASLADO DESDE OTRA INSTITUCIÓN,2
2022,PSI,M,ALUMNO VISITANTE POR RESOLUCIÓN,2
2022,PSI,M,CAMBIO DE CARRERA,1
2022,PSI,M,CAMBIO DE PLAN DE ESTUDIOS,5
2022,PSI,M,CONTINUIDAD BACHILLER,8
2022,PSI,M,CUPO BEA,6
2022,PSI,M,CUPO CONVENIO COLEGIOS,1
2022,PSI,M,CUPO ESPECIAL PARA CARRERAS QUE PONDERAN HISTORIA,2
2022,PSI,M,CUPO PACE,9
2022,PSI,M,CUPO P.D.T.,40
2022,PSI,M,CUPO P.S.U.,59
2022,PSI,M,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,2
2022,PSI,M,OTROS,1
2022,PSI,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PSI,N,CUPO P.S.U.,1
2022,PUB,F,ALUMNO VISITANTE POR RESOLUCIÓN,2
2022,PUB,F,CAMBIO DE CARRERA,2
2022,PUB,F,CONTINUIDAD BACHILLER,4
2022,PUB,F,CUPO ARTÍSTICO CULTURAL DESTACADO,1
2022,PUB,F,CUPO BEA,1
2022,PUB,F,CUPO HIJO DE FUNCIONARIO,1
2022,PUB,F,CUPO PACE,4
2022,PUB,F,CUPO P.D.T.,81
2022,PUB,F,CUPO P.S.U.,99
2022,PUB,F,CUPO RANKING 850,3
2022,PUB,F,PROSECUCION ESTUDIOS,1
2022,PUB,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2022,PUB,M,CAMBIO DE CARRERA,3
2022,PUB,M,CONTINUIDAD BACHILLER,1
2022,PUB,M,CUPO PACE,1
2022,PUB,M,CUPO P.D.T.,49
2022,PUB,M,CUPO P.S.U.,62
2022,PUB,M,CUPO PUEBLOS INDIGENAS,1
2022,PUB,M,CUPO RANKING 850,1
2022,PUB,M,TRASLADO DESDE OTRA INSTITUCIÓN,2
2022,QYF,F,CAMBIO DE CARRERA,8
2022,QYF,F,CAMBIO DE CARRERA POR VOCACIÓN,2
2022,QYF,F,CONTINUIDAD BACHILLER,20
2022,QYF,F,CUPO BEA,12
2022,QYF,F,CUPO PACE,13
2022,QYF,F,CUPO P.D.T.,93
2022,QYF,F,CUPO P.D.T. - REPOSTULACIÓN,1
2022,QYF,F,CUPO P.S.U.,111
2022,QYF,F,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2022,QYF,F,OTROS,6
2022,QYF,F,PROSECUCION ESTUDIOS,8
2022,QYF,M,CAMBIO DE CARRERA,5
2022,QYF,M,CONTINUIDAD BACHILLER,10
2022,QYF,M,CUPO BEA,9
2022,QYF,M,CUPO DEPORTISTA DESTACADO,2
2022,QYF,M,CUPO EXPLORA - TALENTO CIENTIFICO,1
2022,QYF,M,CUPO HIJO DE FUNCIONARIO,1
2022,QYF,M,CUPO PACE,4
2022,QYF,M,CUPO P.D.T.,47
2022,QYF,M,CUPO P.D.T. - REPOSTULACIÓN,1
2022,QYF,M,CUPO P.S.U.,67
2022,QYF,M,CUPO PUEBLOS INDIGENAS,1
2022,QYF,M,OTROS,1
2022,QYF,M,PROSECUCION ESTUDIOS,7
2022,QYF,M,TRASLADO DESDE OTRA INSTITUCIÓN,4
